product_id,sku,product_name,category,sub_category,brand,supplier,unit_cost,list_price,launch_date,status
10032,SKU-IN-10032,FABINDIA Fitness Model 259,SPORTS,FITNESS,FABINDIA,TATA DIGITAL,1631.09,2239.64,2023-02-07,ACTIVE
10033,SKU-IN-10033,HALDIRAM Atta & Dal Model 357,GROCERIES,ATTA & DAL,HALDIRAM,RELIANCE RETAIL,53665.13,83373.15,2022-09-27,ACTIVE
10034,SKU-IN-10034,RELIANCE Education Model 265,BOOKS,EDUCATION,RELIANCE,AMAZON BUSINESS INDIA,300.17,420.37,2021-06-20,DISCONTINUED
10035,SKU-IN-10035,BOAT Laptops Model 478,ELECTRONICS,LAPTOPS,BOAT,METRO CASH & CARRY,73082.86,137207.87,2024-09-05,DISCONTINUED
10036,SKU-IN-10036,BAJAJ Furniture Model 140,HOME & KITCHEN,FURNITURE,BAJAJ,DMART WHOLESALE,7272.67,15749.26,2024-10-28,ACTIVE
10037,SKU-IN-10037,SAMSUNG Beverages Model 867,GROCERIES,BEVERAGES,SAMSUNG,METRO CASH & CARRY,71657.7,123060.2,2023-06-25,ACTIVE
10038,SKU-IN-10038,ADIDAS Appliances Model 521,HOME & KITCHEN,APPLIANCES,ADIDAS,BIG BASKET SUPPLY,184.52,426.82,2024-05-21,ACTIVE
10039,SKU-IN-10039,XIAOMI Furniture Model 571,HOME & KITCHEN,FURNITURE,XIAOMI,DMART WHOLESALE,693.94,1044.93,2024-07-30,ACTIVE
10040,SKU-IN-10040,TATA Snacks Model 171,GROCERIES,SNACKS,TATA,TATA DIGITAL,21905.34,35650.97,2024-11-05,ACTIVE
10041,SKU-IN-10041,TATA Education Model 371,BOOKS,EDUCATION,TATA,RELIANCE RETAIL,707.78,1097.34,2023-04-04,ACTIVE
10042,SKU-IN-10042,GODREJ Education Model 690,BOOKS,EDUCATION,GODREJ,BIG BASKET SUPPLY,5164.7,9493.42,2022-02-27,ACTIVE
10043,SKU-IN-10043,TATA Audio Model 859,ELECTRONICS,AUDIO,TATA,BIG BASKET SUPPLY,74641.41,139521.2,2024-01-13,ACTIVE
10044,SKU-IN-10044,GODREJ Fiction Model 407,BOOKS,FICTION,GODREJ,TATA DIGITAL,30601.93,68095.95,2024-01-14,DISCONTINUED
10045,SKU-IN-10045,BAJAJ Ayurveda Model 793,BEAUTY,AYURVEDA,BAJAJ,METRO CASH & CARRY,17164.72,29755.27,2022-02-15,ACTIVE
10046,SKU-IN-10046,BAJAJ Fiction Model 770,BOOKS,FICTION,BAJAJ,DMART WHOLESALE,2313.32,4982.02,2023-05-27,DISCONTINUED
10047,SKU-IN-10047,HALDIRAM Ages 4-8 Model 853,TOYS,AGES 4-8,HALDIRAM,METRO CASH & CARRY,42069.41,96185.73,2024-06-18,ACTIVE
10048,SKU-IN-10048,BOAT Cricket Model 250,SPORTS,CRICKET,BOAT,RELIANCE RETAIL,554.6,836.52,2021-02-11,ACTIVE
10049,SKU-IN-10049,BOAT Dairy Model 835,GROCERIES,DAIRY,BOAT,UDAAN DISTRIBUTORS,3783.98,7470.45,2021-02-02,DISCONTINUED
10050,SKU-IN-10050,FABINDIA Non-Fiction Model 888,BOOKS,NON-FICTION,FABINDIA,FLIPKART WHOLESALE,57508.81,130922.19,2024-10-28,DISCONTINUED
10051,SKU-IN-10051,DELL Snacks Model 224,GROCERIES,SNACKS,DELL,AMAZON BUSINESS INDIA,1161.57,1784.84,2024-10-03,ACTIVE
10052,SKU-IN-10052,DELL Ages 9+ Model 553,TOYS,AGES 9+,DELL,UDAAN DISTRIBUTORS,50872.57,119171.31,2024-12-30,DISCONTINUED
10053,SKU-IN-10053,PUMA Decor Model 884,HOME & KITCHEN,DECOR,PUMA,AMAZON BUSINESS INDIA,6212.79,13766.56,2021-07-21,ACTIVE
10054,SKU-IN-10054,BOAT Badminton Model 653,SPORTS,BADMINTON,BOAT,FLIPKART WHOLESALE,28572.43,44643.63,2021-10-16,ACTIVE
10055,SKU-IN-10055,XIAOMI Appliances Model 517,HOME & KITCHEN,APPLIANCES,XIAOMI,DMART WHOLESALE,19001.98,28427.83,2022-04-29,DISCONTINUED
10056,SKU-IN-10056,HALDIRAM Fiction Model 120,BOOKS,FICTION,HALDIRAM,UDAAN DISTRIBUTORS,3604.23,7695.99,2023-11-25,DISCONTINUED
10057,SKU-IN-10057,BAJAJ Accessories Model 651,ELECTRONICS,ACCESSORIES,BAJAJ,BIG BASKET SUPPLY,6944.83,16295.66,2022-05-08,DISCONTINUED
10058,SKU-IN-10058,ADIDAS Atta & Dal Model 917,GROCERIES,ATTA & DAL,ADIDAS,UDAAN DISTRIBUTORS,1008.98,1651.25,2023-10-22,ACTIVE
10059,SKU-IN-10059,TATA Ages 0-3 Model 758,TOYS,AGES 0-3,TATA,UDAAN DISTRIBUTORS,5061.63,10186.28,2020-06-20,ACTIVE
10060,SKU-IN-10060,RELIANCE Ages 0-3 Model 445,TOYS,AGES 0-3,RELIANCE,UDAAN DISTRIBUTORS,3529.55,5271.06,2021-10-31,ACTIVE
10061,SKU-IN-10061,BOAT Education Model 329,BOOKS,EDUCATION,BOAT,FLIPKART WHOLESALE,939.56,1757.29,2021-12-17,ACTIVE
10062,SKU-IN-10062,HALDIRAM Mobiles Model 785,ELECTRONICS,MOBILES,HALDIRAM,FLIPKART WHOLESALE,516.0,786.55,2022-08-27,ACTIVE
10063,SKU-IN-10063,ASIAN PAINTS Ages 9+ Model 835,TOYS,AGES 9+,ASIAN PAINTS,FLIPKART WHOLESALE,2008.08,3912.41,2024-03-11,ACTIVE
10064,SKU-IN-10064,TATA Fitness Model 506,SPORTS,FITNESS,TATA,BIG BASKET SUPPLY,4945.74,11346.67,2022-02-07,ACTIVE
10065,SKU-IN-10065,BAJAJ Beverages Model 901,GROCERIES,BEVERAGES,BAJAJ,RELIANCE RETAIL,51229.64,71168.9,2023-03-05,ACTIVE
10066,SKU-IN-10066,BOAT Education Model 942,BOOKS,EDUCATION,BOAT,AMAZON BUSINESS INDIA,54623.11,69073.65,2022-05-10,ACTIVE
10067,SKU-IN-10067,PUMA Education Model 766,BOOKS,EDUCATION,PUMA,TATA DIGITAL,19015.36,27620.9,2022-12-04,DISCONTINUED
10068,SKU-IN-10068,ASIAN PAINTS Ages 4-8 Model 385,TOYS,AGES 4-8,ASIAN PAINTS,AMAZON BUSINESS INDIA,6932.33,15288.15,2020-06-26,ACTIVE
10069,SKU-IN-10069,XIAOMI Ages 9+ Model 599,TOYS,AGES 9+,XIAOMI,BIG BASKET SUPPLY,1006.64,2243.39,2021-01-07,ACTIVE
10070,SKU-IN-10070,ASIAN PAINTS Cricket Model 629,SPORTS,CRICKET,ASIAN PAINTS,BIG BASKET SUPPLY,58485.23,91687.81,2020-01-21,ACTIVE
10071,SKU-IN-10071,HP Dairy Model 828,GROCERIES,DAIRY,HP,AMAZON BUSINESS INDIA,62587.86,127942.15,2023-08-15,DISCONTINUED
10072,SKU-IN-10072,BAJAJ Laptops Model 695,ELECTRONICS,LAPTOPS,BAJAJ,DMART WHOLESALE,353.3,540.48,2023-09-21,DISCONTINUED
10073,SKU-IN-10073,GODREJ Ayurveda Model 336,BEAUTY,AYURVEDA,GODREJ,FLIPKART WHOLESALE,5860.56,9151.58,2021-05-29,ACTIVE
10074,SKU-IN-10074,BIBA Skincare Model 703,BEAUTY,SKINCARE,BIBA,TATA DIGITAL,212.29,383.57,2024-01-23,ACTIVE
10075,SKU-IN-10075,PARLE Atta & Dal Model 229,GROCERIES,ATTA & DAL,PARLE,TATA DIGITAL,2091.98,2649.01,2022-12-29,ACTIVE
10076,SKU-IN-10076,BAJAJ Wearables Model 602,ELECTRONICS,WEARABLES,BAJAJ,FLIPKART WHOLESALE,75974.45,150699.13,2024-03-21,ACTIVE
10077,SKU-IN-10077,HP Badminton Model 982,SPORTS,BADMINTON,HP,AMAZON BUSINESS INDIA,3253.08,7678.32,2021-06-01,ACTIVE
10078,SKU-IN-10078,HP Womens Western Model 252,APPAREL,WOMENS WESTERN,HP,TATA DIGITAL,482.77,984.57,2020-11-06,ACTIVE
10079,SKU-IN-10079,ADIDAS Beverages Model 635,GROCERIES,BEVERAGES,ADIDAS,UDAAN DISTRIBUTORS,50921.13,99865.56,2024-05-07,DISCONTINUED
10080,SKU-IN-10080,ADIDAS Ages 4-8 Model 201,TOYS,AGES 4-8,ADIDAS,BIG BASKET SUPPLY,4894.13,6456.65,2024-02-24,ACTIVE
10081,SKU-IN-10081,BIBA Fitness Model 518,SPORTS,FITNESS,BIBA,AMAZON BUSINESS INDIA,180.36,241.02,2020-01-06,DISCONTINUED
10082,SKU-IN-10082,PARLE Fitness Model 172,SPORTS,FITNESS,PARLE,BIG BASKET SUPPLY,5890.08,12124.35,2022-07-18,ACTIVE
10083,SKU-IN-10083,MAMAEARTH Dairy Model 946,GROCERIES,DAIRY,MAMAEARTH,METRO CASH & CARRY,24186.28,34376.87,2021-06-28,ACTIVE
10084,SKU-IN-10084,BAJAJ Mobiles Model 549,ELECTRONICS,MOBILES,BAJAJ,FLIPKART WHOLESALE,61924.96,117941.54,2021-08-14,DISCONTINUED
10085,SKU-IN-10085,ASIAN PAINTS Badminton Model 140,SPORTS,BADMINTON,ASIAN PAINTS,UDAAN DISTRIBUTORS,46878.67,82198.12,2023-05-09,ACTIVE
10086,SKU-IN-10086,BOAT Fitness Model 701,SPORTS,FITNESS,BOAT,RELIANCE RETAIL,771.43,1705.9,2023-03-24,ACTIVE
10087,SKU-IN-10087,HP Mobiles Model 699,ELECTRONICS,MOBILES,HP,UDAAN DISTRIBUTORS,54908.68,126481.25,2021-01-06,DISCONTINUED
10088,SKU-IN-10088,SAMSUNG Womens Western Model 264,APPAREL,WOMENS WESTERN,SAMSUNG,DMART WHOLESALE,3199.82,6465.73,2024-10-22,DISCONTINUED
10089,SKU-IN-10089,XIAOMI Ages 4-8 Model 431,TOYS,AGES 4-8,XIAOMI,FLIPKART WHOLESALE,10642.19,14380.46,2021-05-31,DISCONTINUED
10090,SKU-IN-10090,PUMA Wearables Model 874,ELECTRONICS,WEARABLES,PUMA,AMAZON BUSINESS INDIA,1190.27,2197.48,2023-06-29,DISCONTINUED
10091,SKU-IN-10091,ASIAN PAINTS Mobiles Model 815,ELECTRONICS,MOBILES,ASIAN PAINTS,AMAZON BUSINESS INDIA,17432.95,27565.56,2024-12-08,ACTIVE
10092,SKU-IN-10092,PARLE Wearables Model 517,ELECTRONICS,WEARABLES,PARLE,FLIPKART WHOLESALE,19403.23,36545.3,2023-02-05,ACTIVE
10093,SKU-IN-10093,MAMAEARTH Womens Western Model 398,APPAREL,WOMENS WESTERN,MAMAEARTH,TATA DIGITAL,67914.31,123816.74,2024-01-07,DISCONTINUED
10094,SKU-IN-10094,PARLE Ages 4-8 Model 620,TOYS,AGES 4-8,PARLE,METRO CASH & CARRY,4769.11,8065.16,2023-05-12,ACTIVE
10095,SKU-IN-10095,GODREJ Badminton Model 405,SPORTS,BADMINTON,GODREJ,AMAZON BUSINESS INDIA,27236.43,34125.89,2024-01-26,ACTIVE
10096,SKU-IN-10096,HP Ages 9+ Model 566,TOYS,AGES 9+,HP,DMART WHOLESALE,3193.57,6793.69,2022-02-11,ACTIVE
10097,SKU-IN-10097,XIAOMI Masala Model 862,GROCERIES,MASALA,XIAOMI,AMAZON BUSINESS INDIA,692.01,1191.91,2021-10-13,DISCONTINUED
10098,SKU-IN-10098,HP Non-Fiction Model 990,BOOKS,NON-FICTION,HP,FLIPKART WHOLESALE,144.68,341.47,2021-11-10,DISCONTINUED
10099,SKU-IN-10099,PUMA Kids Model 258,APPAREL,KIDS,PUMA,FLIPKART WHOLESALE,591.83,1018.82,2023-09-02,DISCONTINUED
10100,SKU-IN-10100,XIAOMI Cricket Model 979,SPORTS,CRICKET,XIAOMI,UDAAN DISTRIBUTORS,13782.7,22436.17,2023-10-13,ACTIVE
10101,SKU-IN-10101,RELIANCE Ages 9+ Model 332,TOYS,AGES 9+,RELIANCE,FLIPKART WHOLESALE,12926.29,25540.22,2021-08-11,DISCONTINUED
10102,SKU-IN-10102,MAMAEARTH Footwear Model 147,APPAREL,FOOTWEAR,MAMAEARTH,DMART WHOLESALE,1997.83,3185.31,2020-02-29,ACTIVE
10103,SKU-IN-10103,SAMSUNG Cricket Model 798,SPORTS,CRICKET,SAMSUNG,METRO CASH & CARRY,1848.1,3439.02,2023-03-05,ACTIVE
10104,SKU-IN-10104,XIAOMI Furniture Model 246,HOME & KITCHEN,FURNITURE,XIAOMI,BIG BASKET SUPPLY,57185.69,104210.47,2023-04-09,DISCONTINUED
10105,SKU-IN-10105,ASIAN PAINTS Badminton Model 793,SPORTS,BADMINTON,ASIAN PAINTS,METRO CASH & CARRY,8676.62,18874.49,2021-08-12,ACTIVE
10106,SKU-IN-10106,BAJAJ Ages 4-8 Model 965,TOYS,AGES 4-8,BAJAJ,TATA DIGITAL,77266.09,157921.11,2022-07-24,ACTIVE
10107,SKU-IN-10107,MAMAEARTH Regional Model 816,BOOKS,REGIONAL,MAMAEARTH,TATA DIGITAL,336.02,558.74,2021-08-28,ACTIVE
10108,SKU-IN-10108,TATA Education Model 720,BOOKS,EDUCATION,TATA,AMAZON BUSINESS INDIA,70284.85,150765.1,2020-04-10,ACTIVE
10109,SKU-IN-10109,SAMSUNG Masala Model 873,GROCERIES,MASALA,SAMSUNG,METRO CASH & CARRY,527.46,1035.94,2023-10-20,ACTIVE
10110,SKU-IN-10110,PUMA Accessories Model 402,ELECTRONICS,ACCESSORIES,PUMA,DMART WHOLESALE,484.68,1014.05,2020-07-03,DISCONTINUED
10111,SKU-IN-10111,FABINDIA Appliances Model 379,HOME & KITCHEN,APPLIANCES,FABINDIA,METRO CASH & CARRY,71105.16,118797.96,2022-10-24,ACTIVE
10112,SKU-IN-10112,GODREJ Ages 4-8 Model 331,TOYS,AGES 4-8,GODREJ,UDAAN DISTRIBUTORS,401.25,536.31,2024-03-24,ACTIVE
10113,SKU-IN-10113,TATA Womens Western Model 866,APPAREL,WOMENS WESTERN,TATA,TATA DIGITAL,4663.32,8268.08,2023-10-09,DISCONTINUED
10114,SKU-IN-10114,PARLE Skincare Model 435,BEAUTY,SKINCARE,PARLE,BIG BASKET SUPPLY,980.18,2221.94,2023-02-23,ACTIVE
10115,SKU-IN-10115,BAJAJ Ages 9+ Model 411,TOYS,AGES 9+,BAJAJ,AMAZON BUSINESS INDIA,37397.3,52758.0,2020-03-17,ACTIVE
10116,SKU-IN-10116,FABINDIA Womens Ethnic Model 813,APPAREL,WOMENS ETHNIC,FABINDIA,UDAAN DISTRIBUTORS,4066.24,8218.11,2024-03-01,ACTIVE
10117,SKU-IN-10117,HP Fiction Model 806,BOOKS,FICTION,HP,DMART WHOLESALE,37384.34,87638.23,2020-03-08,ACTIVE
10118,SKU-IN-10118,PARLE Ages 4-8 Model 760,TOYS,AGES 4-8,PARLE,DMART WHOLESALE,1515.35,3089.09,2023-01-20,ACTIVE
10119,SKU-IN-10119,HALDIRAM Education Model 778,BOOKS,EDUCATION,HALDIRAM,BIG BASKET SUPPLY,761.76,1674.21,2020-07-06,ACTIVE
10120,SKU-IN-10120,PARLE Accessories Model 883,ELECTRONICS,ACCESSORIES,PARLE,BIG BASKET SUPPLY,640.23,951.37,2024-08-26,ACTIVE
10121,SKU-IN-10121,FABINDIA Atta & Dal Model 233,GROCERIES,ATTA & DAL,FABINDIA,TATA DIGITAL,8204.16,18354.08,2020-10-23,ACTIVE
10122,SKU-IN-10122,TATA Footwear Model 702,APPAREL,FOOTWEAR,TATA,DMART WHOLESALE,61.15,131.99,2021-05-02,ACTIVE
10123,SKU-IN-10123,RELIANCE Cookware Model 165,HOME & KITCHEN,COOKWARE,RELIANCE,AMAZON BUSINESS INDIA,606.29,1124.67,2024-03-07,DISCONTINUED
10124,SKU-IN-10124,PUMA Skincare Model 902,BEAUTY,SKINCARE,PUMA,TATA DIGITAL,23951.58,46882.17,2024-01-29,DISCONTINUED
10125,SKU-IN-10125,HP Laptops Model 554,ELECTRONICS,LAPTOPS,HP,FLIPKART WHOLESALE,3869.17,5316.84,2023-12-29,ACTIVE
10126,SKU-IN-10126,BOAT Makeup Model 829,BEAUTY,MAKEUP,BOAT,DMART WHOLESALE,256.26,506.89,2023-01-28,DISCONTINUED
10127,SKU-IN-10127,DELL Badminton Model 973,SPORTS,BADMINTON,DELL,BIG BASKET SUPPLY,38974.35,84264.9,2020-08-22,DISCONTINUED
10128,SKU-IN-10128,ADIDAS Ages 0-3 Model 197,TOYS,AGES 0-3,ADIDAS,DMART WHOLESALE,6757.42,11545.32,2024-02-03,DISCONTINUED
10129,SKU-IN-10129,SAMSUNG Fragrance Model 951,BEAUTY,FRAGRANCE,SAMSUNG,FLIPKART WHOLESALE,565.12,1014.62,2020-07-05,ACTIVE
10130,SKU-IN-10130,SAMSUNG Fiction Model 675,BOOKS,FICTION,SAMSUNG,DMART WHOLESALE,467.28,899.25,2023-02-24,ACTIVE
10131,SKU-IN-10131,ADIDAS Education Model 460,BOOKS,EDUCATION,ADIDAS,FLIPKART WHOLESALE,11704.12,18501.57,2021-10-01,ACTIVE
10132,SKU-IN-10132,PARLE Decor Model 880,HOME & KITCHEN,DECOR,PARLE,TATA DIGITAL,312.59,590.7,2020-08-23,ACTIVE
10133,SKU-IN-10133,ASIAN PAINTS Fiction Model 447,BOOKS,FICTION,ASIAN PAINTS,DMART WHOLESALE,185.31,381.39,2021-09-24,ACTIVE
10134,SKU-IN-10134,XIAOMI Appliances Model 193,HOME & KITCHEN,APPLIANCES,XIAOMI,BIG BASKET SUPPLY,156.41,309.4,2020-03-03,DISCONTINUED
10135,SKU-IN-10135,GODREJ Regional Model 681,BOOKS,REGIONAL,GODREJ,FLIPKART WHOLESALE,327.54,681.23,2024-05-09,ACTIVE
10136,SKU-IN-10136,RELIANCE Appliances Model 597,HOME & KITCHEN,APPLIANCES,RELIANCE,AMAZON BUSINESS INDIA,13873.87,24412.18,2022-05-18,DISCONTINUED
10137,SKU-IN-10137,DELL Outdoor Model 794,SPORTS,OUTDOOR,DELL,AMAZON BUSINESS INDIA,308.88,425.49,2023-10-20,ACTIVE
10138,SKU-IN-10138,XIAOMI Mobiles Model 885,ELECTRONICS,MOBILES,XIAOMI,METRO CASH & CARRY,11944.3,17738.32,2021-03-08,ACTIVE
10139,SKU-IN-10139,MAMAEARTH Cricket Model 489,SPORTS,CRICKET,MAMAEARTH,BIG BASKET SUPPLY,423.04,738.31,2020-09-21,ACTIVE
10140,SKU-IN-10140,RELIANCE Womens Western Model 420,APPAREL,WOMENS WESTERN,RELIANCE,UDAAN DISTRIBUTORS,934.94,2159.09,2024-10-31,DISCONTINUED
10141,SKU-IN-10141,MAMAEARTH Education Model 732,BOOKS,EDUCATION,MAMAEARTH,AMAZON BUSINESS INDIA,950.17,1542.59,2024-06-29,ACTIVE
10142,SKU-IN-10142,MAMAEARTH Womens Western Model 505,APPAREL,WOMENS WESTERN,MAMAEARTH,TATA DIGITAL,376.76,644.45,2020-06-10,ACTIVE
10143,SKU-IN-10143,BIBA Atta & Dal Model 298,GROCERIES,ATTA & DAL,BIBA,DMART WHOLESALE,432.86,597.84,2022-11-10,ACTIVE
10144,SKU-IN-10144,MAMAEARTH Appliances Model 878,HOME & KITCHEN,APPLIANCES,MAMAEARTH,FLIPKART WHOLESALE,241.98,350.76,2020-11-09,ACTIVE
10145,SKU-IN-10145,PUMA Ages 4-8 Model 739,TOYS,AGES 4-8,PUMA,DMART WHOLESALE,74539.11,141562.11,2023-07-25,ACTIVE
10146,SKU-IN-10146,BOAT Decor Model 705,HOME & KITCHEN,DECOR,BOAT,RELIANCE RETAIL,3983.9,6367.24,2021-07-16,ACTIVE
10147,SKU-IN-10147,PUMA Mens Western Model 178,APPAREL,MENS WESTERN,PUMA,FLIPKART WHOLESALE,1070.77,1792.52,2021-08-10,DISCONTINUED
10148,SKU-IN-10148,RELIANCE Ages 9+ Model 429,TOYS,AGES 9+,RELIANCE,AMAZON BUSINESS INDIA,7345.16,14010.2,2021-01-20,ACTIVE
10149,SKU-IN-10149,MAMAEARTH Audio Model 276,ELECTRONICS,AUDIO,MAMAEARTH,RELIANCE RETAIL,7873.18,10605.0,2023-08-16,ACTIVE
10150,SKU-IN-10150,DELL Ages 4-8 Model 496,TOYS,AGES 4-8,DELL,UDAAN DISTRIBUTORS,51905.99,86604.24,2021-08-02,ACTIVE
10151,SKU-IN-10151,BOAT Accessories Model 358,ELECTRONICS,ACCESSORIES,BOAT,METRO CASH & CARRY,1480.44,3005.49,2021-08-04,ACTIVE
10152,SKU-IN-10152,FABINDIA Kids Model 501,APPAREL,KIDS,FABINDIA,METRO CASH & CARRY,3033.67,6080.88,2023-09-18,ACTIVE
10153,SKU-IN-10153,GODREJ Badminton Model 801,SPORTS,BADMINTON,GODREJ,FLIPKART WHOLESALE,552.59,1217.52,2024-02-22,DISCONTINUED
10154,SKU-IN-10154,SAMSUNG Skincare Model 597,BEAUTY,SKINCARE,SAMSUNG,BIG BASKET SUPPLY,2097.89,3139.12,2024-04-18,ACTIVE
10155,SKU-IN-10155,BOAT Appliances Model 652,HOME & KITCHEN,APPLIANCES,BOAT,RELIANCE RETAIL,6879.88,9400.06,2024-04-27,ACTIVE
10156,SKU-IN-10156,FABINDIA Decor Model 928,HOME & KITCHEN,DECOR,FABINDIA,METRO CASH & CARRY,185.63,379.94,2023-07-03,DISCONTINUED
10157,SKU-IN-10157,SAMSUNG Audio Model 391,ELECTRONICS,AUDIO,SAMSUNG,AMAZON BUSINESS INDIA,59810.17,141452.66,2023-06-04,ACTIVE
10158,SKU-IN-10158,HP Atta & Dal Model 572,GROCERIES,ATTA & DAL,HP,TATA DIGITAL,325.88,762.3,2022-06-21,DISCONTINUED
10159,SKU-IN-10159,HALDIRAM Non-Fiction Model 592,BOOKS,NON-FICTION,HALDIRAM,DMART WHOLESALE,17964.69,27620.78,2023-08-06,ACTIVE
10160,SKU-IN-10160,BOAT Mens Western Model 950,APPAREL,MENS WESTERN,BOAT,UDAAN DISTRIBUTORS,254.59,583.29,2020-10-28,ACTIVE
10161,SKU-IN-10161,SAMSUNG Dairy Model 341,GROCERIES,DAIRY,SAMSUNG,UDAAN DISTRIBUTORS,361.17,616.13,2022-02-04,ACTIVE
