store_id,store_code,store_name,store_type,address,city,state,region_id,manager_name,opening_date,square_feet,status
5036,ST-5036,Gurugram Flagship Store,EXPRESS,"197, Nehru Marg",GURUGRAM,HARYANA,1,Manager 1521,2020-04-07,13533,RENOVATION
5037,ST-5037,Rajkot Popup Store,OUTLET,"51, Brigade Road",RAJKOT,GUJARAT,4,Manager 4616,2024-12-30,3122,ACTIVE
5038,ST-5038,Coimbatore Flagship Store,EXPRESS,"821, MG Road",COIMBATORE,TAMIL NADU,2,Manager 6913,2023-07-06,14429,ACTIVE
5039,ST-5039,Chennai Port Popup Store,OUTLET,"542, MG Road",CHENNAI PORT,TAMIL NADU,7,Manager 2153,2018-08-27,10758,ACTIVE
5040,ST-5040,Coimbatore Flagship Store,FLAGSHIP,"743, Park Street",COIMBATORE,TAMIL NADU,2,Manager 9710,2023-10-29,13426,ACTIVE
5041,ST-5041,Hyderabad Standard Store,POPUP,"641, Gandhi Road",HYDERABAD,TELANGANA,2,Manager 7802,2023-11-26,4257,CLOSED
5042,ST-5042,Patna Express Store,FLAGSHIP,"171, Gandhi Road",PATNA,BIHAR,3,Manager 7579,2023-02-22,17337,ACTIVE
5043,ST-5043,Aizawl Popup Store,POPUP,"454, Brigade Road",AIZAWL,MIZORAM,6,Manager 6163,2019-10-10,11438,ACTIVE
5044,ST-5044,Mumbai Outlet Store,POPUP,"247, FC Road",MUMBAI,MAHARASHTRA,4,Manager 9939,2022-10-30,7809,RENOVATION
5045,ST-5045,Bhopal Outlet Store,EXPRESS,"459, Linking Road",BHOPAL,MADHYA PRADESH,5,Manager 1003,2020-11-06,1935,ACTIVE
5046,ST-5046,Jabalpur Popup Store,STANDARD,"912, Sector 17",JABALPUR,MADHYA PRADESH,5,Manager 1107,2018-03-08,10641,ACTIVE
5047,ST-5047,Coimbatore Flagship Store,OUTLET,"942, Anna Salai",COIMBATORE,TAMIL NADU,2,Manager 9376,2021-07-13,5869,ACTIVE
5048,ST-5048,Gurugram Outlet Store,STANDARD,"142, Sector 17",GURUGRAM,HARYANA,1,Manager 7014,2023-03-01,8987,ACTIVE
5049,ST-5049,Mysuru Flagship Store,POPUP,"410, FC Road",MYSURU,KARNATAKA,2,Manager 4562,2021-05-15,3329,ACTIVE
5050,ST-5050,Vadodara Express Store,POPUP,"840, Nehru Marg",VADODARA,GUJARAT,4,Manager 5921,2019-12-10,2024,CLOSED
5051,ST-5051,Cuttack Flagship Store,OUTLET,"357, Linking Road",CUTTACK,ODISHA,3,Manager 7824,2018-11-18,4749,ACTIVE
5052,ST-5052,Imphal Flagship Store,EXPRESS,"56, Sector 17",IMPHAL,MANIPUR,6,Manager 9591,2024-10-03,2149,ACTIVE
5053,ST-5053,Panaji Standard Store,OUTLET,"515, Park Street",PANAJI,GOA,4,Manager 3509,2024-05-02,2455,RENOVATION
5054,ST-5054,Ahmedabad Popup Store,POPUP,"93, Park Street",AHMEDABAD,GUJARAT,4,Manager 8076,2024-09-03,10295,RENOVATION
5055,ST-5055,Kanpur Outlet Store,FLAGSHIP,"488, FC Road",KANPUR,UTTAR PRADESH,1,Manager 1807,2019-06-26,13880,ACTIVE
5056,ST-5056,Jaipur Popup Store,EXPRESS,"793, Gandhi Road",JAIPUR,RAJASTHAN,1,Manager 3209,2022-06-21,16558,CLOSED
5057,ST-5057,Hyderabad Express Store,POPUP,"201, Anna Salai",HYDERABAD,TELANGANA,2,Manager 9589,2023-06-22,8868,ACTIVE
5058,ST-5058,Lucknow Express Store,OUTLET,"702, FC Road",LUCKNOW,UTTAR PRADESH,1,Manager 2467,2020-12-26,4487,RENOVATION
5059,ST-5059,Pune Outlet Store,STANDARD,"329, Brigade Road",PUNE,MAHARASHTRA,4,Manager 1396,2022-02-05,10788,ACTIVE
5060,ST-5060,Patna Express Store,POPUP,"150, Marine Drive",PATNA,BIHAR,3,Manager 1735,2024-11-29,8450,ACTIVE
5061,ST-5061,Itanagar Standard Store,FLAGSHIP,"116, MG Road",ITANAGAR,ARUNACHAL PRADESH,6,Manager 4982,2022-03-12,5639,ACTIVE
5062,ST-5062,Delhi Flagship Store,OUTLET,"461, Marine Drive",DELHI,DELHI,1,Manager 1372,2021-11-07,11674,ACTIVE
5063,ST-5063,Panaji Standard Store,POPUP,"536, Sector 17",PANAJI,GOA,4,Manager 9991,2020-05-17,16627,CLOSED
5064,ST-5064,Kochi Port Flagship Store,EXPRESS,"597, Anna Salai",KOCHI PORT,KERALA,7,Manager 1712,2019-08-02,9170,ACTIVE
5065,ST-5065,Noida Standard Store,POPUP,"278, MG Road",NOIDA,UTTAR PRADESH,1,Manager 8617,2021-03-09,1073,ACTIVE
5066,ST-5066,Cuttack Outlet Store,FLAGSHIP,"20, Sector 17",CUTTACK,ODISHA,3,Manager 7332,2021-01-16,8374,RENOVATION
5067,ST-5067,Nashik Outlet Store,EXPRESS,"888, FC Road",NASHIK,MAHARASHTRA,4,Manager 9709,2019-02-12,3684,ACTIVE
5068,ST-5068,Hyderabad Express Store,POPUP,"949, MG Road",HYDERABAD,TELANGANA,2,Manager 1651,2023-08-13,8906,CLOSED
5069,ST-5069,Vijayawada Express Store,EXPRESS,"763, Gandhi Road",VIJAYAWADA,ANDHRA PRADESH,2,Manager 1301,2021-09-28,12163,ACTIVE
5070,ST-5070,Patna Standard Store,POPUP,"283, MG Road",PATNA,BIHAR,3,Manager 5221,2021-05-23,13486,ACTIVE
5071,ST-5071,Bhopal Standard Store,STANDARD,"350, Linking Road",BHOPAL,MADHYA PRADESH,5,Manager 3248,2021-02-21,3676,RENOVATION
5072,ST-5072,Rajkot Standard Store,EXPRESS,"247, FC Road",RAJKOT,GUJARAT,4,Manager 3502,2024-11-13,14774,ACTIVE
5073,ST-5073,Jabalpur Express Store,POPUP,"135, Park Street",JABALPUR,MADHYA PRADESH,5,Manager 3270,2021-09-10,7429,ACTIVE
5074,ST-5074,Vijayawada Standard Store,EXPRESS,"931, Gandhi Road",VIJAYAWADA,ANDHRA PRADESH,2,Manager 3589,2023-11-16,11203,ACTIVE
5075,ST-5075,Bhopal Flagship Store,STANDARD,"326, Gandhi Road",BHOPAL,MADHYA PRADESH,5,Manager 1483,2023-12-24,11242,RENOVATION
5076,ST-5076,Mumbai Express Store,OUTLET,"156, Park Street",MUMBAI,MAHARASHTRA,4,Manager 2749,2021-05-27,5110,ACTIVE
5077,ST-5077,New Delhi Popup Store,OUTLET,"621, FC Road",NEW DELHI,DELHI,1,Manager 4783,2024-11-11,8408,ACTIVE
5078,ST-5078,Itanagar Outlet Store,FLAGSHIP,"705, Marine Drive",ITANAGAR,ARUNACHAL PRADESH,6,Manager 3196,2018-04-17,17260,CLOSED
5079,ST-5079,Vadodara Standard Store,EXPRESS,"504, Marine Drive",VADODARA,GUJARAT,4,Manager 3253,2022-03-12,6166,ACTIVE
5080,ST-5080,Kochi Express Store,FLAGSHIP,"948, Sector 17",KOCHI,KERALA,2,Manager 7767,2018-05-13,8092,ACTIVE
5081,ST-5081,Coimbatore Standard Store,EXPRESS,"888, FC Road",COIMBATORE,TAMIL NADU,2,Manager 9027,2018-09-28,11446,RENOVATION
5082,ST-5082,Thiruvananthapuram Express Store,FLAGSHIP,"623, Linking Road",THIRUVANANTHAPURAM,KERALA,2,Manager 6126,2022-10-18,13715,CLOSED
5083,ST-5083,Indore Popup Store,POPUP,"657, MG Road",INDORE,MADHYA PRADESH,5,Manager 9530,2024-08-29,4382,RENOVATION
5084,ST-5084,Surat Standard Store,POPUP,"551, Linking Road",SURAT,GUJARAT,4,Manager 1643,2018-06-23,13494,CLOSED
5085,ST-5085,Shillong Standard Store,OUTLET,"451, Linking Road",SHILLONG,MEGHALAYA,6,Manager 5989,2018-07-21,10168,RENOVATION
5086,ST-5086,Bengaluru Outlet Store,POPUP,"942, MG Road",BENGALURU,KARNATAKA,2,Manager 9470,2022-09-27,5460,RENOVATION
5087,ST-5087,Imphal Flagship Store,POPUP,"116, Gandhi Road",IMPHAL,MANIPUR,6,Manager 9952,2023-01-25,5233,RENOVATION
5088,ST-5088,Mumbai Express Store,FLAGSHIP,"184, Marine Drive",MUMBAI,MAHARASHTRA,4,Manager 4308,2021-08-17,15699,ACTIVE
5089,ST-5089,Mysuru Standard Store,FLAGSHIP,"94, Nehru Marg",MYSURU,KARNATAKA,2,Manager 8362,2021-08-20,12692,ACTIVE
5090,ST-5090,Rajkot Popup Store,POPUP,"973, Gandhi Road",RAJKOT,GUJARAT,4,Manager 7204,2022-04-23,13271,ACTIVE
5091,ST-5091,Bengaluru Popup Store,STANDARD,"167, Gandhi Road",BENGALURU,KARNATAKA,2,Manager 3930,2021-10-04,2481,RENOVATION
5092,ST-5092,Vijayawada Express Store,OUTLET,"642, Gandhi Road",VIJAYAWADA,ANDHRA PRADESH,2,Manager 2926,2021-06-21,5111,ACTIVE
5093,ST-5093,Delhi Outlet Store,FLAGSHIP,"470, Marine Drive",DELHI,DELHI,1,Manager 9169,2024-12-25,988,CLOSED
5094,ST-5094,Nagpur Standard Store,POPUP,"676, Marine Drive",NAGPUR,MAHARASHTRA,4,Manager 8434,2020-09-01,14239,RENOVATION
5095,ST-5095,Jaipur Popup Store,FLAGSHIP,"251, Anna Salai",JAIPUR,RAJASTHAN,1,Manager 5556,2024-09-28,7603,ACTIVE
5096,ST-5096,Chennai Flagship Store,OUTLET,"38, Gandhi Road",CHENNAI,TAMIL NADU,2,Manager 1531,2019-08-31,10579,ACTIVE
5097,ST-5097,Jaipur Flagship Store,EXPRESS,"183, Gandhi Road",JAIPUR,RAJASTHAN,1,Manager 5659,2018-07-20,6613,RENOVATION
5098,ST-5098,Raipur Flagship Store,FLAGSHIP,"787, Sector 17",RAIPUR,CHHATTISGARH,5,Manager 6289,2022-01-15,12877,RENOVATION
5099,ST-5099,Lucknow Popup Store,FLAGSHIP,"300, Marine Drive",LUCKNOW,UTTAR PRADESH,1,Manager 3204,2022-10-17,4798,ACTIVE
5100,ST-5100,Bhubaneswar Express Store,POPUP,"215, Park Street",BHUBANESWAR,ODISHA,3,Manager 1953,2023-11-29,4381,CLOSED
5101,ST-5101,Kochi Port Flagship Store,EXPRESS,"742, FC Road",KOCHI PORT,KERALA,7,Manager 5705,2023-12-07,14793,CLOSED
5102,ST-5102,Kolkata Popup Store,POPUP,"639, Brigade Road",KOLKATA,WEST BENGAL,3,Manager 3125,2020-11-29,17065,CLOSED
5103,ST-5103,Kochi Port Express Store,STANDARD,"905, FC Road",KOCHI PORT,KERALA,7,Manager 4812,2023-08-01,10318,ACTIVE
5104,ST-5104,Delhi Flagship Store,EXPRESS,"641, Nehru Marg",DELHI,DELHI,1,Manager 4396,2019-04-30,14386,RENOVATION
5105,ST-5105,Gurugram Outlet Store,POPUP,"826, Park Street",GURUGRAM,HARYANA,1,Manager 1185,2021-09-29,7392,ACTIVE
5106,ST-5106,Mysuru Outlet Store,OUTLET,"519, Anna Salai",MYSURU,KARNATAKA,2,Manager 6307,2018-10-05,1000,ACTIVE
5107,ST-5107,Itanagar Outlet Store,EXPRESS,"742, FC Road",ITANAGAR,ARUNACHAL PRADESH,6,Manager 1477,2021-09-27,6555,ACTIVE
5108,ST-5108,Bhubaneswar Express Store,EXPRESS,"817, MG Road",BHUBANESWAR,ODISHA,3,Manager 3224,2021-10-16,16577,ACTIVE
5109,ST-5109,Shillong Popup Store,OUTLET,"474, Linking Road",SHILLONG,MEGHALAYA,6,Manager 1917,2023-03-02,17874,ACTIVE
5110,ST-5110,Indore Popup Store,POPUP,"20, Park Street",INDORE,MADHYA PRADESH,5,Manager 6434,2021-07-16,12386,ACTIVE
5111,ST-5111,Kanpur Flagship Store,OUTLET,"385, Anna Salai",KANPUR,UTTAR PRADESH,1,Manager 3719,2021-02-22,13565,ACTIVE
5112,ST-5112,Jabalpur Outlet Store,OUTLET,"727, MG Road",JABALPUR,MADHYA PRADESH,5,Manager 5448,2019-04-24,14361,ACTIVE
5113,ST-5113,Nagpur Outlet Store,EXPRESS,"850, Sector 17",NAGPUR,MAHARASHTRA,4,Manager 4541,2020-08-31,10706,ACTIVE
5114,ST-5114,Amritsar Flagship Store,STANDARD,"936, Nehru Marg",AMRITSAR,PUNJAB,1,Manager 8270,2022-03-13,17380,ACTIVE
5115,ST-5115,Vadodara Standard Store,STANDARD,"349, Marine Drive",VADODARA,GUJARAT,4,Manager 9579,2023-08-11,10969,ACTIVE
5116,ST-5116,Kanpur Popup Store,STANDARD,"211, MG Road",KANPUR,UTTAR PRADESH,1,Manager 8526,2019-02-07,13500,CLOSED
5117,ST-5117,Amritsar Outlet Store,FLAGSHIP,"704, FC Road",AMRITSAR,PUNJAB,1,Manager 2426,2018-01-17,11721,RENOVATION
5118,ST-5118,Gurugram Popup Store,OUTLET,"24, FC Road",GURUGRAM,HARYANA,1,Manager 6114,2019-02-27,7676,ACTIVE
5119,ST-5119,Hyderabad Outlet Store,OUTLET,"546, Brigade Road",HYDERABAD,TELANGANA,2,Manager 8227,2020-02-28,4655,ACTIVE
5120,ST-5120,Kanpur Outlet Store,FLAGSHIP,"16, FC Road",KANPUR,UTTAR PRADESH,1,Manager 9422,2019-10-08,4154,ACTIVE
5121,ST-5121,Panaji Popup Store,OUTLET,"278, Gandhi Road",PANAJI,GOA,4,Manager 5641,2021-12-05,8822,ACTIVE
5122,ST-5122,Lucknow Popup Store,OUTLET,"554, Marine Drive",LUCKNOW,UTTAR PRADESH,1,Manager 1831,2021-06-29,5062,ACTIVE
5123,ST-5123,Vadodara Flagship Store,EXPRESS,"56, Nehru Marg",VADODARA,GUJARAT,4,Manager 7987,2018-07-26,13642,ACTIVE
5124,ST-5124,Chennai Port Popup Store,EXPRESS,"632, Brigade Road",CHENNAI PORT,TAMIL NADU,7,Manager 6119,2024-09-07,11689,ACTIVE
5125,ST-5125,Chennai Port Flagship Store,EXPRESS,"582, Gandhi Road",CHENNAI PORT,TAMIL NADU,7,Manager 2522,2023-12-26,16144,ACTIVE
5126,ST-5126,Surat Express Store,EXPRESS,"238, Park Street",SURAT,GUJARAT,4,Manager 3354,2021-06-25,9255,ACTIVE
5127,ST-5127,Siliguri Outlet Store,OUTLET,"465, Marine Drive",SILIGURI,WEST BENGAL,3,Manager 1495,2020-01-22,2941,RENOVATION
5128,ST-5128,Amritsar Express Store,EXPRESS,"867, Gandhi Road",AMRITSAR,PUNJAB,1,Manager 5624,2021-12-10,12223,CLOSED
5129,ST-5129,Indore Popup Store,FLAGSHIP,"416, Nehru Marg",INDORE,MADHYA PRADESH,5,Manager 6339,2019-06-06,3124,ACTIVE
5130,ST-5130,Panaji Express Store,POPUP,"424, Park Street",PANAJI,GOA,4,Manager 4992,2023-03-04,6010,RENOVATION
5131,ST-5131,Cuttack Outlet Store,STANDARD,"834, FC Road",CUTTACK,ODISHA,3,Manager 8063,2018-09-28,15065,CLOSED
5132,ST-5132,Bhubaneswar Standard Store,STANDARD,"679, Nehru Marg",BHUBANESWAR,ODISHA,3,Manager 8972,2024-02-09,4546,CLOSED
5133,ST-5133,Jabalpur Outlet Store,POPUP,"100, Marine Drive",JABALPUR,MADHYA PRADESH,5,Manager 3886,2023-03-12,10893,RENOVATION
5134,ST-5134,Lucknow Flagship Store,POPUP,"790, Linking Road",LUCKNOW,UTTAR PRADESH,1,Manager 6364,2024-09-16,16997,ACTIVE
5135,ST-5135,Jaipur Standard Store,POPUP,"925, MG Road",JAIPUR,RAJASTHAN,1,Manager 3403,2020-06-10,5689,RENOVATION
5136,ST-5136,Panaji Express Store,POPUP,"592, Marine Drive",PANAJI,GOA,4,Manager 4205,2021-04-08,7539,ACTIVE
5137,ST-5137,Vijayawada Outlet Store,EXPRESS,"736, Brigade Road",VIJAYAWADA,ANDHRA PRADESH,2,Manager 2462,2024-05-24,1066,CLOSED
5138,ST-5138,Nashik Standard Store,OUTLET,"64, Brigade Road",NASHIK,MAHARASHTRA,4,Manager 9992,2022-07-14,2540,ACTIVE
5139,ST-5139,Chennai Port Outlet Store,FLAGSHIP,"882, Sector 17",CHENNAI PORT,TAMIL NADU,7,Manager 1510,2024-04-12,8508,RENOVATION
5140,ST-5140,Mumbai Port Express Store,OUTLET,"729, Linking Road",MUMBAI PORT,MAHARASHTRA,7,Manager 7652,2024-08-14,13303,RENOVATION
5141,ST-5141,Panaji Standard Store,EXPRESS,"143, Park Street",PANAJI,GOA,4,Manager 7301,2020-05-15,12605,RENOVATION
5142,ST-5142,Kanpur Standard Store,STANDARD,"12, Nehru Marg",KANPUR,UTTAR PRADESH,1,Manager 1257,2021-03-27,5518,RENOVATION
5143,ST-5143,Aizawl Standard Store,FLAGSHIP,"141, Linking Road",AIZAWL,MIZORAM,6,Manager 8471,2022-11-24,14749,CLOSED
5144,ST-5144,Chennai Popup Store,EXPRESS,"566, Marine Drive",CHENNAI,TAMIL NADU,2,Manager 7303,2023-02-05,12442,ACTIVE
5145,ST-5145,Chennai Popup Store,FLAGSHIP,"592, Marine Drive",CHENNAI,TAMIL NADU,2,Manager 4878,2022-10-06,17240,ACTIVE
5146,ST-5146,Mumbai Popup Store,OUTLET,"35, MG Road",MUMBAI,MAHARASHTRA,4,Manager 8917,2024-02-16,12877,ACTIVE
5147,ST-5147,Raipur Flagship Store,STANDARD,"748, Anna Salai",RAIPUR,CHHATTISGARH,5,Manager 5578,2023-05-27,16035,CLOSED
5148,ST-5148,Jaipur Popup Store,FLAGSHIP,"252, Marine Drive",JAIPUR,RAJASTHAN,1,Manager 2279,2023-11-14,11039,CLOSED
5149,ST-5149,Noida Popup Store,FLAGSHIP,"481, Marine Drive",NOIDA,UTTAR PRADESH,1,Manager 9399,2021-11-08,16175,CLOSED
5150,ST-5150,Kochi Port Express Store,OUTLET,"984, Sector 17",KOCHI PORT,KERALA,7,Manager 5738,2021-09-19,6288,ACTIVE
5151,ST-5151,Mumbai Port Outlet Store,POPUP,"267, MG Road",MUMBAI PORT,MAHARASHTRA,7,Manager 8752,2024-09-13,6340,CLOSED
5152,ST-5152,Noida Popup Store,FLAGSHIP,"294, Marine Drive",NOIDA,UTTAR PRADESH,1,Manager 2351,2021-04-10,4955,CLOSED
5153,ST-5153,Lucknow Outlet Store,STANDARD,"631, Sector 17",LUCKNOW,UTTAR PRADESH,1,Manager 5509,2021-02-12,9219,ACTIVE
5154,ST-5154,Amritsar Standard Store,POPUP,"757, Gandhi Road",AMRITSAR,PUNJAB,1,Manager 8317,2024-10-09,12916,ACTIVE
5155,ST-5155,Mysuru Express Store,STANDARD,"819, Anna Salai",MYSURU,KARNATAKA,2,Manager 1542,2020-08-25,12034,ACTIVE
5156,ST-5156,Kanpur Standard Store,EXPRESS,"771, Linking Road",KANPUR,UTTAR PRADESH,1,Manager 7277,2024-09-05,8597,RENOVATION
5157,ST-5157,Kochi Port Standard Store,POPUP,"752, Brigade Road",KOCHI PORT,KERALA,7,Manager 1890,2019-11-17,9463,ACTIVE
5158,ST-5158,Noida Express Store,EXPRESS,"488, Sector 17",NOIDA,UTTAR PRADESH,1,Manager 8803,2019-11-18,8456,RENOVATION
5159,ST-5159,Itanagar Express Store,OUTLET,"149, Anna Salai",ITANAGAR,ARUNACHAL PRADESH,6,Manager 8122,2022-05-17,1188,ACTIVE
5160,ST-5160,Ahmedabad Outlet Store,POPUP,"700, MG Road",AHMEDABAD,GUJARAT,4,Manager 2595,2022-04-14,12394,RENOVATION
5161,ST-5161,Guwahati Outlet Store,OUTLET,"274, Nehru Marg",GUWAHATI,ASSAM,6,Manager 5183,2021-01-21,13617,RENOVATION
5162,ST-5162,Itanagar Popup Store,STANDARD,"533, Brigade Road",ITANAGAR,ARUNACHAL PRADESH,6,Manager 3947,2020-09-17,11065,CLOSED
5163,ST-5163,Delhi Flagship Store,FLAGSHIP,"422, Nehru Marg",DELHI,DELHI,1,Manager 9605,2018-02-04,4204,RENOVATION
5164,ST-5164,Patna Outlet Store,OUTLET,"198, MG Road",PATNA,BIHAR,3,Manager 1388,2020-06-17,3812,ACTIVE
5165,ST-5165,Jabalpur Popup Store,FLAGSHIP,"726, Nehru Marg",JABALPUR,MADHYA PRADESH,5,Manager 2415,2020-06-07,5056,RENOVATION
5166,ST-5166,Aizawl Standard Store,FLAGSHIP,"713, Gandhi Road",AIZAWL,MIZORAM,6,Manager 5150,2024-05-07,10452,RENOVATION
5167,ST-5167,Aizawl Express Store,OUTLET,"788, Linking Road",AIZAWL,MIZORAM,6,Manager 6298,2018-11-07,9232,ACTIVE
5168,ST-5168,Lucknow Flagship Store,EXPRESS,"398, Brigade Road",LUCKNOW,UTTAR PRADESH,1,Manager 1984,2021-02-09,9261,ACTIVE
5169,ST-5169,Chennai Flagship Store,EXPRESS,"951, Park Street",CHENNAI,TAMIL NADU,2,Manager 7432,2022-12-10,6647,RENOVATION
5170,ST-5170,Chandigarh Popup Store,EXPRESS,"224, FC Road",CHANDIGARH,CHANDIGARH,1,Manager 2740,2019-08-13,15269,ACTIVE
5171,ST-5171,Chandigarh Flagship Store,FLAGSHIP,"586, Sector 17",CHANDIGARH,CHANDIGARH,1,Manager 8305,2018-05-23,1414,RENOVATION
5172,ST-5172,Kanpur Flagship Store,EXPRESS,"273, Gandhi Road",KANPUR,UTTAR PRADESH,1,Manager 6403,2018-01-04,13623,CLOSED
5173,ST-5173,Delhi Express Store,EXPRESS,"447, Linking Road",DELHI,DELHI,1,Manager 2148,2023-10-13,8200,ACTIVE
5174,ST-5174,Cuttack Flagship Store,POPUP,"549, Brigade Road",CUTTACK,ODISHA,3,Manager 6463,2023-05-29,10723,RENOVATION
5175,ST-5175,Noida Outlet Store,POPUP,"874, Brigade Road",NOIDA,UTTAR PRADESH,1,Manager 2318,2019-01-07,15861,ACTIVE
5176,ST-5176,Imphal Standard Store,POPUP,"41, Linking Road",IMPHAL,MANIPUR,6,Manager 4129,2020-04-11,10593,RENOVATION
5177,ST-5177,Chandigarh Express Store,FLAGSHIP,"907, Marine Drive",CHANDIGARH,CHANDIGARH,1,Manager 4104,2022-01-11,5385,ACTIVE
5178,ST-5178,Hyderabad Popup Store,STANDARD,"501, Linking Road",HYDERABAD,TELANGANA,2,Manager 2032,2018-04-14,10883,RENOVATION
